latitude,longitude,date,president_name,City,region,total_low,total_high,size,deaths
32.26332983,69.45281979,30-Oct-14,Obama,Wana,South Waziristan,4,7,5.6,5
32.905929,69.748292,6-Aug-15,Obama,Datta Khel,North Waziristan,4,7,5.6,5
32.9056139,69.7482919,1-Sep-15,Obama,Datta Khel,North Waziristan,5,6,5.6,5
32.09686,70.2657,1-Dec-05,Bush,Patasi Adda,North Waziristan,5,5,5.1,5
32.288296,69.439774,28-Jul-08,Bush,Zeralita in the Azam Warsak region,South Waziristan,4,6,5.1,6
32.799973,70.489655,19-Nov-08,Bush,Jani Khel,Khyber Pakhtunkhwa,5,5,5.1,5
32.981308,70.067368,22-Nov-08,Bush,Ali Khel region just outside of Miram Shah,North Waziristan,5,5,5.1,6
32.334141,69.568176,18-Jun-09,Obama,"Raghzai area, near Wana",South Waziristan,1,9,5.1,8
32.592525,69.599075,3-Jul-09,Obama,Mantoi area,South Waziristan,0,10,5.1,10
32.959129,70.287094,14-Sep-09,Obama,"Toori Khel, near Mir Ali",North Waziristan,4,6,5.1,6
33.005783,70.090027,8-Mar-10,Obama,Maley Khan Sirai area of Miram Shah,North Waziristan,5,5,5.1,5
32.985626,70.054321,23-Mar-10,Obama,"Machis, outskirts of Miram Shah",North Waziristan,4,6,5.1,6
32.997147,70.302887,31-Mar-10,Obama,"Tapi Village, 13 miles east of Miram Shah",North Waziristan,4,6,5.1,5
32.998299,70.119553,16-Apr-10,Obama,"Toorkhel, suburbs of Miram Shah",North Waziristan,4,6,5.1,5
32.972958,70.350952,26-Apr-10,Obama,"Khushali Toorkhel, 15 miles east of Miram Shah",North Waziristan,4,6,5.1,5
32.983898,70.059128,21-Aug-10,Obama,"Kutabkhel village, 3 km south of Miram Shah",North Waziristan,4,6,5.1,5
33.0155,70.056,23-Aug-10,Obama,Derga Mandy,North Waziristan,5,5,5.1,5
32.995419,70.015182,8-Sep-10,Obama,Dargha Mandi at Ghulam Khan Road area,North Waziristan,4,6,5.1,5
33.008087,70.061874,9-Sep-10,Obama,Outskirts of Miram Shah,North Waziristan,4,6,5.1,5
32.986202,69.685593,12-Sep-10,Obama,Datta Khel,North Waziristan,4,6,5.1,5
32.979294,69.664307,26-Sep-10,Obama,"Tarmanu Road, 31 miles west of Miram Shah",North Waziristan,5,5,5.1,5
32.98217,69.627914,7-Nov-10,Obama,"Moizer town, Datta Khel",North Waziristan,4,6,5.1,6
32.97094,70.349403,22-Nov-10,Obama,"Khushali, 15 miles east of Miram Shah",North Waziristan,4,6,5.1,6
32.983322,70.405884,6-Dec-10,Obama,"Khysore village, 20 miles east of Miram Shah",North Waziristan,3,7,5.1,3
33.0291,70.2468,27-Dec-10,Obama,"Machikhel, Mir Ali",North Waziristan,4,6,5.1,6
32.314991,69.447327,8-Mar-11,Obama,"Landidog, 12 miles west of Wama",South Waziristan,5,5,5.1,5
33.050114,70.201263,13-Mar-11,Obama,"Spalga village, 15km NE of Miram Shah",North Waziristan,4,6,5.1,5
33.001755,69.781036,16-Mar-11,Obama,"Datta Khel, 15 miles west of Miram Shah",North Waziristan,4,6,5.1,5
32.512077,69.296265,13-Apr-11,Obama,"Angoor Adda, Bhangar area",South Waziristan,4,6,5.1,6
32.996571,70.351639,16-May-11,Obama,Mir Ali,North Waziristan,4,6,5.1,6
33.009525,70.185814,20-May-11,Obama,"Tappi area, 10km east of Miram Shah",North Waziristan,4,6,5.1,6
33.010967,70.180664,15-Jun-11,Obama,"Tapi, 10 km east of Miram Shah",North Waziristan,4,6,5.1,6
32.327763,69.436302,27-Oct-11,Obama,"Azam Warsak, 12 miles west of Wana",South Waziristan,4,6,5.1,6
32.712776,69.608345,26-Jun-12,Obama,Shawal,North Waziristan,4,6,5.1,5
32.715668,69.452019,1-Sep-12,Obama,Degan,North Waziristan,4,6,5.1,6
32.991604,70.165199,10-Oct-12,Obama,"Hurmuz, east of Miranshah",North Waziristan,5,5,5.1,5
32.98822,70.209503,3-Jan-13,Obama,Between Miran Shah and Mir Ali,North Waziristan,4,6,5.1,5
32.971191,70.277908,8-Jan-13,Obama,Mir Ali,North Waziristan,5,5,5.1,6
32.53805827,69.97741696,17-Apr-13,Obama,Sararogha,South Waziristan,5,5,5.1,6
32.99795289,69.90394589,5-Oct-14,Obama,Shawal,South Waziristan,5,5,5.1,5
32.96840141,69.8483276,6-Dec-14,Obama,Datta Khel,North Waziristan,4,6,5.1,6
32.94656185,69.81536862,20-Dec-14,Obama,Datta Khel,North Waziristan,5,5,5.1,5
32.614715,69.499587,18-May-15,Obama,Shawal,North Waziristan,5,5,5.1,6
32.704161,69.467315,9-Jan-16,Obama,Mangrooti,North Waziristan,5,5,5.1,5
32.8453688,69.4870511,8-Feb-18,Trump,Gorwak,North Waziristan,3,7,5.1,5
32.97699,70.303574,1-Oct-08,Bush,"Khusali Toorikhel, near Mir Ali",North Waziristan,4,5,4.6,6
32.99369,70.092087,11-Oct-08,Bush,Just outside Miram Shah,North Waziristan,4,5,4.6,6
32.966618,70.32074,26-Mar-09,Obama,"Sokhel, Mir Ali",North Waziristan,4,5,4.6,5
32.704109,70.063934,17-Jul-09,Obama,"Gariwan, 19 miles south of Miram Shah",North Waziristan,4,5,4.6,6
32.667992,70.144958,15-Jan-10,Obama,"Bichi village, Mirkhwanai area, near Shaktoi",North Waziristan,3,6,4.6,5
32.972958,69.700012,19-Jan-10,Obama,"Deegan, 18 miles west of Miram Shah",North Waziristan,3,6,4.6,6
32.9989,69.9534,2-Feb-10,Obama,"Toor Narai village, Datta Khel, 30km west of Miram Shah",North Waziristan,2,7,4.6,5
33.0023,69.8696,2-Feb-10,Obama,Pai Khel,North Waziristan,2,7,4.6,6
32.5725,69.5306,2-Feb-10,Obama,Muhammad Khel,North Waziristan,2,7,4.6,7
32.995995,69.625854,17-Mar-10,Obama,"Mada Khel, 25 miles west of Miram Shah",North Waziristan,3,6,4.6,6
32.994267,69.777603,3-Sep-10,Obama,"Datta Khel, 12 miles west of Miram Shah",North Waziristan,2,7,4.6,7
32.977566,69.711685,6-Sep-10,Obama,"Khar Qamar, a village in Datta Khel",North Waziristan,3,6,4.6,6
32.974972,69.686279,19-Sep-10,Obama,"Deghan, Datta Khel,",North Waziristan,4,5,4.6,5
33.012695,70.10788,6-Oct-10,Obama,Miram Shah,North Waziristan,3,6,4.6,5
33.021332,70.013123,3-Nov-10,Obama,"Qutub Khel, near Miram Shah",North Waziristan,4,5,4.6,5
33.02824,70.236969,1-Jan-11,Obama,"Ghoresti, near Mir Ali",North Waziristan,4,5,4.6,5
32.997147,69.749451,7-Jan-11,Obama,"Ghar Laley, 22 miles west of Miram Shah",North Waziristan,4,5,4.6,5
33.004059,69.603882,18-Jan-11,Obama,"Asar village, 25 miles west of Miram Shah, Datta Khel",North Waziristan,4,5,4.6,5
32.976414,69.643707,24-Feb-11,Obama,"Mohammed Khel, in Danday Darpa Khel",North Waziristan,4,5,4.6,5
32.968,69.69,8-Mar-11,Obama,Ismailkhel,North Waziristan,4,5,4.6,5
32.999451,70.3125,14-Mar-11,Obama,"Malik Jashdar, 6 miles east of Miram Shah",North Waziristan,3,6,4.6,5
32.995419,70.350266,16-May-11,Obama,Mir Ali,North Waziristan,3,6,4.6,5
32.311508,69.418488,1-Aug-11,Obama,"Azam Warsak, 12 miles west of Wana",South Waziristan,3,6,4.6,5
33.021332,70.305634,23-Sep-11,Obama,"Khushali area, near Mir Ali",North Waziristan,3,6,4.6,5
32.998009,70.033211,13-Oct-11,Obama,Close to Dande Darpa Khel,North Waziristan,3,6,4.6,5
32.460228,69.260246,15-Oct-11,Obama,"Angoor Adda, Bhangar area",South Waziristan,3,6,4.6,5
32.5808,70.1637,27-Oct-11,Obama,Mir Ali,North Waziristan,4,5,4.6,5
32.963783,70.240593,30-Oct-11,Obama,Datta Khel,North Waziristan,3,6,4.6,5
32.981022,69.785156,23-Jan-12,Obama,Degan,North Waziristan,4,5,4.6,5
33.008663,70.197144,29-Apr-12,Obama,Miranshah,North Waziristan,3,6,4.6,6
32.947029,70.146835,24-Oct-12,Obama,Tappi,North Waziristan,4,5,4.6,6
32.953331,70.262459,10-Jan-13,Obama,Heso Khel,North Waziristan,4,5,4.6,6
33.02912948,70.02822873,29-Sep-13,Obama,"Dargamandi, Miran Shah",North Waziristan,3,6,4.6,6
32.97201981,70.07080075,11-Jun-14,Obama,Dargah Mandi,North Waziristan,3,6,4.6,6
32.96049802,69.98016354,18-Jun-14,Obama,Dandey Darpakhel,North Waziristan,4,5,4.6,6
32.540447,69.854507,16-Oct-08,Bush,"Taparghai, near Saam in the Ladha region",South Waziristan,4,4,4.1,6
32.296421,69.498825,22-Dec-08,Bush,"Ghwakhwa, Wana",South Waziristan,3,5,4.1,6
32.281906,69.553757,19-Apr-09,Obama,"Gangi Khel, outskirts of Wana",South Waziristan,0,8,4.1,8
32.524815,69.883347,14-Jun-09,Obama,"Mardar Algad, Ladha",South Waziristan,3,5,4.1,6
32.609882,69.833221,23-Jun-09,Obama,"Neej Narai, outside Makeen",South Waziristan,2,6,4.1,6
32.320793,69.623795,10-Jul-09,Obama,Painda Khel,South Waziristan,3,5,4.1,6
32.989658,70.030975,15-Oct-09,Obama,Dandey Darpa Khel,North Waziristan,4,4,4.1,6
32.8935,69.6955,21-Oct-09,Obama,Spalaga,North Waziristan,4,4,4.1,8
33.0116,70.0557,5-Nov-09,Obama,"Norak, near Mir Ali",North Waziristan,4,4,4.1,8
33.010967,69.831848,18-Nov-09,Obama,"Shanakhora, 12 miles west of Miram Shah",North Waziristan,4,4,4.1,8
33.009815,69.808502,31-Dec-09,Obama,"Machi Khel, 20 km west of Miram Shah",North Waziristan,3,5,4.1,4
32.991962,69.730911,9-Jan-10,Obama,Ismael Khel in Datta Khel region,North Waziristan,4,4,4.1,4
32.940117,70.296021,15-Jan-10,Obama,"Zanini Village, near Mir Ali",North Waziristan,3,5,4.1,4
33.013271,69.938965,17-Mar-10,Obama,"Hamzoni, 6 miles west of Miram Shah",North Waziristan,3,5,4.1,5
32.96777,70.253448,28-Mar-10,Obama,"Hurmaz, near Mir Ali",North Waziristan,4,4,4.1,5
33.004059,69.752197,14-Apr-10,Obama,"Ambur Shaga Village, 15 miles west of Miram Shah",North Waziristan,3,5,4.1,5
32.990234,70.315933,3-May-10,Obama,"Marsi Khel, near Mir Ali",North Waziristan,2,6,4.1,5
33.021908,70.072174,27-Jun-10,Obama,"Tabbi Tolkhel, 4 km north of Miram Shah",North Waziristan,2,6,4.1,5
32.49297,70.037155,25-Jul-10,Obama,Landikhel area of Sararogha,South Waziristan,4,4,4.1,5
32.996571,69.526291,8-Sep-10,Obama,"Ambor Shaga on Dattakhel Road, near the border",North Waziristan,4,4,4.1,5
32.98505,70.076981,14-Sep-10,Obama,"Qutabkhel village, a southern suburb of Miranshah",North Waziristan,4,4,4.1,6
32.472694,69.274979,28-Sep-10,Obama,"Zeba village, west of Wana",South Waziristan,4,4,4.1,6
32.966042,70.274734,6-Oct-10,Obama,Mir Ali,North Waziristan,3,5,4.1,6
32.97987,70.232849,15-Oct-10,Obama,"Machi Khel, near Mir Ali",North Waziristan,3,5,4.1,6
32.97987,69.643707,3-Nov-10,Obama,"Pai Khel village, in Datta Khel",North Waziristan,4,4,4.1,4
33.006935,69.820518,13-Nov-10,Obama,"Ahmad Khel, 15 miles west of Miram Shah",North Waziristan,4,4,4.1,4
32.993114,70.196457,26-Nov-10,Obama,"Pir Keley, six miles east of Miram Shah",North Waziristan,4,4,4.1,4
32.972958,70.400391,10-Dec-10,Obama,"Khadar Khel, near Mir Ali",North Waziristan,4,4,4.1,4
33.033997,70.19989,14-Dec-10,Obama,"Spalga, nine miles south of Miram Shah",North Waziristan,4,4,4.1,4
32.957977,69.918365,1-Jan-11,Obama,Boya village in Datta Khel,North Waziristan,4,4,4.1,4
32.506866,69.300385,10-May-11,Obama,"Baghar area, near Angoor Adda",South Waziristan,3,5,4.1,4
33.007511,69.6698,13-May-11,Obama,"Doga Madakhel, 40km west of Miram Shah, in Datta Khel",North Waziristan,3,5,4.1,4
32.826519,69.587402,6-Jun-11,Obama,"Bray Nishtar, 30 miles from Wacha Dana, near North Waziristan border",South Waziristan,3,5,4.1,4
32.9313,69.6248,8-Jun-11,Obama,Zawal Narai area of Shawal Tehsil,North Waziristan,4,4,4.1,4
33.009815,70.098267,2-Aug-11,Obama,Miram Shah,North Waziristan,4,4,4.1,4
33.006359,70.067368,16-Aug-11,Obama,Miram Shah,North Waziristan,4,4,4.1,4
32.280746,69.519424,19-Aug-11,Obama,Shin Warsak,South Waziristan,4,4,4.1,4
32.4825,69.2709,13-Oct-11,Obama,"Angoor Adda, Bhangar area",South Waziristan,4,4,4.1,5
32.987213,70.084877,31-Oct-11,Obama,Mubarak Shan near Miranshah,North Waziristan,4,4,4.1,4
32.997147,70.046082,10-Jan-12,Obama,Miranshah,North Waziristan,4,4,4.1,4
33.031693,70.169678,30-Mar-12,Obama,Miranshah,North Waziristan,4,4,4.1,4
32.906685,69.754257,23-May-12,Obama,Datta Khel Kalai,North Waziristan,4,4,4.1,4
32.713066,69.616074,28-Dec-12,Obama,Gurbuz,North Waziristan,4,4,4.1,4
33.168594,70.401077,6-Feb-13,Obama,Spin Wam,North Waziristan,3,5,4.1,4
32.5418,69.4455,22-Mar-13,Obama,Datta Khel,North Waziristan,4,4,4.1,4
32.90429877,69.74872109,14-Apr-13,Obama,"Manzar Khel, Datta Khel",North Waziristan,4,4,4.1,4
32.96549398,70.26512143,31-Aug-13,Obama,Mir Ali,North Waziristan,4,4,4.1,5
32.31963357,69.57092282,28-Sep-14,Obama,Wana,South Waziristan,4,4,4.1,4
32.78669718,69.71923825,11-Oct-14,Obama,Shawal Tehsil,North Waziristan,4,4,4.1,5
33.7805579,70.6656106,11-Oct-14,Obama,Tirah Valley,Khyber,4,4,4.1,5
32.615148,69.51023,12-Apr-15,Obama,"Shawal Valley, North Waziristan",Federally Administered Tribal Areas,4,4,4.1,5
32.614715,69.499587,16-May-15,Obama,Shawal,North Waziristan,3,5,4.1,5
32.6169196,69.4999301,1-Jun-15,Obama,Shawal,North Waziristan,4,4,4.1,5
32.2399893,69.4364008,3-Jul-17,Trump,Marghalan,South Waziristan,4,4,4.1,4
33.109947,70.068054,27-Apr-07,Bush,"Danda Saidgai, 15 km north of Miram Shah",North Waziristan,3,4,3.6,4
32.9315,70.3052,5-Dec-08,Bush,"Katira in Khushal Torikhel area, Mir Ali",North Waziristan,3,4,3.6,4
32.539288,69.875793,2-Jan-09,Bush,Ladha,South Waziristan,3,4,3.6,4
32.797665,70.496521,15-Mar-09,Obama,"Jani Khel, Bannu",Khyber Pakhtunkhwa,2,5,3.6,4
32.321957,69.586716,8-Apr-09,Obama,Wana,South Waziristan,3,4,3.6,4
32.987354,70.280914,15-Feb-10,Obama,"Tapi Village, 9 miles east of Miram Shah",North Waziristan,3,4,3.6,5
33.015572,70.052605,18-Feb-10,Obama,"Dandey Darpa Khel, near Miram Shah",North Waziristan,3,4,3.6,5
33.680923,70.41687,27-Aug-10,Obama,"Shahidano village, 62 miles southwest of Peshawar",Kurram,3,4,3.6,5
32.987354,69.66774,25-Sep-10,Obama,"Datta Khel, 12 miles west of Miram Shah",North Waziristan,3,4,3.6,5
32.978718,69.6698,26-Sep-10,Obama,Lawara Mandi area of Datta Khel,North Waziristan,3,4,3.6,5
32.987354,69.66774,26-Sep-10,Obama,Sherani area of Datta Khel,North Waziristan,3,4,3.6,6
32.997147,69.697952,27-Oct-10,Obama,Deegan area of Datta Khel,North Waziristan,3,4,3.6,4
32.986778,70.315247,27-Oct-10,Obama,"Spin Wam, near Mir Ali",North Waziristan,2,5,3.6,5
32.962009,70.333786,3-Nov-10,Obama,"Khaso Khel village, near Mir Ali",North Waziristan,3,4,3.6,4
32.985626,70.342026,19-Nov-10,Obama,"Naurak, near Marsi Khel village, nine miles east of Miram Shah",North Waziristan,3,4,3.6,4
32.984474,70.377045,28-Nov-10,Obama,"Hasan Khel, 30 km east of Miram Shah",North Waziristan,3,4,3.6,4
33.009815,70.366058,12-Jan-11,Obama,"Haiderkhel, 15 miles east of Miram Shah",North Waziristan,3,4,3.6,4
32.994843,69.627228,23-Jan-11,Obama,"Doga Mada Khel, near Datta Khel",North Waziristan,3,4,3.6,5
33.006935,70.239716,5-Jul-11,Obama,Mir Ali,North Waziristan,3,4,3.6,5
32.509762,69.314117,30-Sep-11,Obama,Near Angor Adda and Afghan border,South Waziristan,3,4,3.6,5
32.989372,70.058098,14-Oct-11,Obama,Close to Miram Shah,North Waziristan,3,4,3.6,5
32.5715,70.1548,28-May-12,Obama,Hassokhel (Hassu Khel),North Waziristan,3,4,3.6,4
33.005211,70.069847,14-Jun-12,Obama,Miranshah,North Waziristan,3,4,3.6,4
32.905102,69.752785,22-Sep-12,Obama,Datta Khel,North Waziristan,3,4,3.6,4
32.243587,69.510155,29-Nov-12,Obama,Sheen Warsak,South Waziristan,0,7,3.6,3
32.241844,69.512215,1-Dec-12,Obama,Sheen Warsak,South Waziristan,3,4,3.6,3
32.962585,70.243149,21-Dec-12,Obama,Hisukhel,North Waziristan,3,4,3.6,3
32.9869239,70.06959912,25-Dec-13,Obama,"Qutab Khel, Miran Shah",North Waziristan,3,4,3.6,3
32.96385443,69.81948849,7-Oct-14,Obama,Datta Khel,North Waziristan,3,4,3.6,3
32.92426655,69.74395749,9-Oct-14,Obama,Datta Khel,North Waziristan,3,4,3.6,3
33.4271716,70.6062492,12-Jun-17,Trump,Hangu district,Khyber Punkhtunkhwa,1,6,3.6,3
33.6905281,69.7671562,30-Nov-17,Trump,Unclear,Kurram Agency,3,4,3.6,3
33.001755,69.704132,3-Oct-08,Bush,Datta Khel,North Waziristan,3,3,3.1,3
32.869205,70.133972,8-Dec-09,Obama,"Aspalga Village, 7 miles southeast of Miram Shah",North Waziristan,3,3,3.1,3
32.997723,70.18959,17-Feb-10,Obama,"Tabi Tolkhel, 3 miles from Khost border OR Tapi, 9 miles east of Miram Shah",North Waziristan,2,4,3.1,3
32.98505,70.014153,27-Sep-10,Obama,"Khush Hali, southeast of Miram Shah",North Waziristan,2,4,3.1,3
32.975838,70.261688,7-Oct-10,Obama,"Khaisoori town, Mir Ali",North Waziristan,2,4,3.1,3
32.972382,70.289841,11-Sep-11,Obama,"Hisokhel, near Mir Ali",North Waziristan,1,5,3.1,3
32.981022,70.037842,26-May-12,Obama,Miranshah,North Waziristan,2,4,3.1,3
32.280167,69.554443,2-Jun-12,Obama,Khawashi Khel,South Waziristan,2,4,3.1,4
33.004704,70.067268,12-Jun-12,Obama,Isha,North Waziristan,2,4,3.1,2
32.953693,70.262802,8-Jan-13,Obama,Essokhel,North Waziristan,3,3,3.1,4
33.00120462,70.0399017,30-Sep-13,Obama,"Mohammad Khel, Datta Khel",North Waziristan,2,4,3.1,2
32.99196335,70.04814145,31-Oct-13,Obama,Miran Shah,North Waziristan,3,3,3.1,4
33.7006204,70.171567,15-Sep-17,Trump,Ghuz Ghari,Kurram Agency,3,3,3.1,4
32.98822,70.046425,29-Nov-08,Bush,"Chashma, a village on the outskirts of Miram Shah",North Waziristan,2,3,2.6,2
32.983322,70.08728,15-Dec-08,Bush,Tapi Tool region near Miram Shah,North Waziristan,2,3,2.6,2
32.30526109,69.45419308,22-Dec-08,Bush,Azam Warzak near Wana,South Waziristan,2,3,2.6,2
32.319633,69.501572,1-Jan-09,Bush,"Karikot, near Wana",South Waziristan,2,3,2.6,2
32.994267,70.207443,1-Jan-10,Obama,"Ghundikala village, 15 km east of Miram Shah, in Mir Ali Tehsil",North Waziristan,2,3,2.6,3
32.97987,70.287094,10-Jun-10,Obama,"Khaddi village, nine miles east of Miram Shah",North Waziristan,2,3,2.6,2
32.974686,70.278168,26-Jun-10,Obama,"Khushali Khel, Mir Ali,",North Waziristan,2,3,2.6,3
32.99369,69.624481,23-Jan-11,Obama,"Doga Mada Khel, near Datta Khel",North Waziristan,2,3,2.6,2
32.5917,70.0317,3-Nov-11,Obama,Darpa Khel Sarai,North Waziristan,2,3,2.6,3
32.71162,69.609375,19-Aug-12,Obama,Mana,North Waziristan,2,3,2.6,2
32.948757,70.313774,1-Oct-12,Obama,"Khaider Kel, Mir Ali",North Waziristan,2,3,2.6,2
32.954807,70.168304,6-Dec-12,Obama,Mubarak Shahi,North Waziristan,2,3,2.6,2
33.6656971,70.6284736,22-Feb-16,Obama,Shahidano Dhand,Kurram,1,4,2.6,1
33.795036,69.9818372,26-Dec-17,Trump,"Mata Sangar, near Ghuzgarhi",Kurram Agency,2,3,2.6,2
33.6901807,70.0272319,24-Jan-18,Trump,Speen Thal Dapa Mamuzai,Kurram Agency,2,3,2.6,2
32.987644,70.261345,8-May-05,Bush,"Toorikhel, Mirali",North Waziristan,2,2,2.1,2
32.997723,70.342026,3-Jan-10,Obama,"Mosakki village, 25 km east of Miram Shah, in Mir Ali Tehsil",North Waziristan,2,2,2.1,2
32.308025,69.43222,13-Mar-11,Obama,"Azam Warsak, 12 miles west of Wana",South Waziristan,0,4,2.1,2
32.327759,69.43634,27-Sep-11,Obama,"Azam Warsak, 12 miles west of Wana",South Waziristan,0,4,2.1,2
32.5725,69.5306,10-Mar-13,Obama,Muhammad Khel,North Waziristan,2,2,2.1,2
32.96453082,70.27301785,13-Jul-13,Obama,"Mosaki Village, Mir Ali",North Waziristan,2,2,2.1,2
32.99505888,70.06530758,29-Nov-13,Obama,Miran Shah,North Waziristan,1,3,2.1,2
28.948282,64.2718753,21-May-16,Obama,Dahl Bandin,Balochistan,2,2,2.1,2
32.2936111,70.1028113,2-Mar-17,Trump,"Sara Khwa, Kurram Agency",South Waziristan,2,2,2.1,2
32.8453688,69.4870511,8-Feb-18,Trump,Gorwak,North Waziristan,1,3,2.1,1
33.15,70.4333,4-Jul-18,Trump,Tor Tangai,North Waziristan,1,2,1.6,1
32.622604,69.829102,14-Jun-08,Bush,Makeen,South Waziristan,1,1,1.1,1
32.9052,69.7488,12-Jul-11,Obama,Neway Adda Village,North Waziristan,1,1,1.1,1
32.3028,69.5805,27-Aug-08,Bush,Ganghikhel area,South Waziristan,0,0,0.1,1
33.4616987,70.3628775,17-Jan-18,Trump,Badshah Kot,Kurram Agency,0,0,0.1,1
